CustomerID,Churn Probability
5256-SKJGO,0.06141019931920827
3071-VBYPO,0.30199784201056257
9560-BBZXK,0.04234905074192498
8402-OOOHJ,0.013590302320146602
9445-ZUEQE,0.16926536047984198
1091-SOZGA,0.2674341448907413
2928-HLDBA,0.16963998778991737
6497-TILVL,0.08280352827603547
7219-TLZHO,0.06097240012660585
4622-YNKIJ,0.10724666545147178
6734-PSBAW,0.011060877488056738
3930-ZGWVE,0.19809774021667148
2639-UGMAZ,0.07202733071256341
2876-GZYZC,0.7368350842946026
8587-XYZSF,0.008328693645307757
7799-LGRDP,0.02522130065386964
7850-VWJUU,0.34652755036402366
3774-VBNXY,0.007424877277790723
6217-KDYWC,0.010406856329604806
3146-MSEGF,0.019805642833886843
1095-WGNGG,0.12491288921984847
2636-SJDOU,0.08007624363089202
1131-QQZEB,0.008219692553633908
5716-EZXZN,0.04625562855563791
6837-BJYDQ,0.10987805092286025
6440-DKQGE,0.11750202951580904
3466-BYAVD,0.10783770795172869
3780-YVMFA,0.22263068165516114
1679-JRFBR,0.1274645452662995
9073-ZZIAY,0.019738430530526756
3077-RSNTJ,0.05676446836345061
6551-GNYDG,0.28457806192210466
9167-APMXZ,0.6058697758451908
2749-CTKAJ,0.07237444910270241
6371-NZYEG,0.08671100495510055
7554-NEWDD,0.060735893374048174
8992-VONJD,0.09662524268162015
4482-EWFMI,0.7048043659572889
4648-YPBTM,0.034460640942618345
2907-ILJBN,0.10594241582122076
6345-FZOQH,0.006148245833395967
5997-OPVFA,0.019805642833886843
1159-WFSGR,0.05378289503896696
7654-YWJUF,0.11069531077770423
6727-IOTLZ,0.11707008032343394
5918-VUKWP,0.03940256082761841
1744-JHKYS,0.15477188593885038
5947-SGKCL,0.4212761138412706
3712-PKXZA,0.024252593710841812
6582-OIVSP,0.36108250731469577
5524-KHNJP,0.11481464375460033
4827-USJHP,0.27792948011637486
8167-GJLRN,0.46855724323036396
0956-SYCWG,0.10441549820389323
8017-UVSZU,0.1945298056329232
7100-FQPRV,0.08908496914497374
2984-RGEYA,0.006148245833395967
9680-NIAUV,0.043673391699651835
2146-EGVDT,0.008964199539235194
2604-IJPDU,0.5011488169376594
9178-JHUVJ,0.015444789625204187
6168-YBYNP,0.31456170916999443
7255-SSFBC,0.014999359387787379
3645-DEYGF,0.05297571512124651
9323-HGFWY,0.2702900255816897
8544-GOQSH,0.43950523326375096
3363-DTIVD,0.01461712929106392
7018-WBJNK,0.25316608234746524
9142-KZXOP,0.20006676814848062
7674-YTAFD,0.1704024896868663
6348-SNFUS,0.01778552257187299
1347-KTTTA,0.11765729615136032
4195-NZGTA,0.5707244130129674
7157-SMCFK,0.0014571726002721003
4709-LKHYG,0.07628599617432666
2504-DSHIH,0.6399098491675977
0699-NDKJM,0.18754189455789264
9286-BHDQG,0.010374933580194146
0230-WEQUW,0.0236984460846589
2040-LDIWQ,0.03726099007011494
6496-JDSSB,0.6441500511729656
4443-EMBNA,0.008219692553633908
6469-MRVET,0.2511618183406193
5961-VUSRV,0.10947017046949815
6778-JFCMK,0.25101979656035794
6341-JVQGF,0.12308687502896701
4811-JBUVU,0.43196861467305486
0945-TSONX,0.04964157637240897
2651-ZCBXV,0.06521754532127284
3316-UWXUY,0.14355291314699997
7083-MIOPC,0.004225284481947383
1984-GPTEH,0.14545033855753617
0621-JFHOL,0.14883314975433456
9903-LYSAB,0.7096946741668088
9227-UAQFT,0.03439173988841338
7301-ABVAD,0.016007613655178853
6614-FHDBO,0.03556599076010195
7576-ASEJU,0.08758965576934978
9058-HRZSV,0.14515811896989683
4522-AKYLR,0.40950295151184163
0221-WMXNQ,0.5181287474879471
0303-UNCIP,0.10613108562497238
0959-WHOKV,0.2546535164730045
4075-JFPGR,0.18905833945121867
3282-ZISZV,0.13589123074654885
3675-YDUPJ,0.19743501544506878
4111-BNXIF,0.05516011075833446
7017-VFHAY,0.011112744176008509
6655-LHBYW,0.10916578886988408
5046-NUHWD,0.4125576906210753
7529-ZDFXI,0.40637347109087907
7605-BDWDC,0.061987137933471825
1950-KSVVJ,0.16161024846633576
0123-CRBRT,0.021423197250769282
6292-TOSSS,0.013950386488168027
3197-ARFOY,0.4171497099990988
7014-ZZXAW,0.011484256141885918
7633-MVPUY,0.02062910070945858
4716-HHKQH,0.6520511528759586
3179-GBRWV,0.2880341983459467
8645-KWHJO,0.5687015664054083
4130-MZLCC,0.3268135295556739
0314-TKOSI,0.24147028929998815
8229-MYEJZ,0.35668326544130025
2080-SRCDE,0.07480935868287247
9577-WJVCQ,0.04182085983926414
6202-DYYFX,0.38658733352683944
3808-HFKDE,0.34706690231700255
3727-OWVYD,0.053954371774210454
2294-SALNE,0.21796432582139033
4847-TAJYI,0.7686972938440303
1563-IWQEX,0.13989930881144577
8203-XJZRC,0.19809774021667148
6556-DBKZF,0.009212760419908357
6851-WEFYX,0.6749604927467191
2985-JUUBZ,0.14642571009266972
0895-LMRSF,0.23079001527908857
8266-VBFQL,0.661123444451166
8181-YHCMF,0.028214311127058283
2240-HSJQD,0.12597551788581507
1248-DYXUB,0.0038477716334936797
4115-BNPJY,0.0697628967900456
3167-SNQPL,0.23036140332739444
4091-TVOCN,0.10255000244090667
1098-TDVUQ,0.25721680547589426
7277-OZCGZ,0.40142184878990483
1557-EMYVT,0.0702780354299448
2799-ARNLO,0.7348458770615502
5027-YOCXN,0.13305174641814496
3973-SKMLN,0.006140423559643306
6745-JEFZB,0.4661466691516054
9880-TDQAC,0.04605673806574164
8705-WZCYL,0.5224525785990274
7102-JJVTX,0.16612441042347753
8626-PTQGE,0.020102417770631036
4983-CLMLV,0.3606141574377715
5701-YVSVF,0.6749206281163529
5697-GOMBF,0.20561760739506685
2739-CACDQ,0.5856603315747245
9385-EHGDO,0.007094941924049102
9498-FIMXL,0.12518708615666663
2379-GYFLQ,0.24981894456729456
2088-IEBAU,0.02436211286283244
7982-VCELR,0.43498112407488626
6035-BXTTY,0.11074530614514333
6885-PKOAM,0.014751714596047273
7520-HQWJU,0.019074561281929303
9639-BUJXT,0.012475387031451653
5924-SNGKP,0.03924475948821711
0021-IKXGC,0.7818887508557496
8966-SNIZF,0.005920406389318671
6243-OZGFH,0.5669455400127049
4654-DLAMQ,0.06442379620244801
0513-RBGPE,0.04501272166580373
5160-UXJED,0.14230167349446246
4115-NZRKS,0.7618736017040788
3351-NGXYI,0.37858205848374105
8984-EYLLL,0.11178424603583782
9833-TGFHX,0.29426444996041023
9294-TDIPC,0.04584959749082161
5229-DTFYB,0.10403952671896854
0104-PPXDV,0.043484546339917746
5176-LMJXE,0.01514357319253884
3583-KRKMD,0.40248199806805857
9069-LGEUL,0.2727067862072601
7302-ZHMHP,0.19809774021667148
9571-EDEBV,0.17114359370722604
3520-FJGCV,0.010265512009970081
6563-VRERX,0.04886125629871569
6122-EFVKN,0.0475430745440259
2805-EDJPQ,0.16571203361972295
6862-CQUMB,0.4256681184428798
7156-MXBJE,0.09382983777928522
6158-HDPXZ,0.4905034071704764
2863-IMQDR,0.022712464223518893
5686-CMAWK,0.34945604015341086
5651-CRHKQ,0.1647001018597782
8204-YJCLA,0.023258749403947853
6583-SZVGP,0.15240454549372712
1708-PBBOA,0.1127587280698028
8782-LKFPK,0.3843951501662085
5522-JBWMO,0.15018695354238878
3597-MVHJT,0.6103529983251199
9774-NRNAU,0.39142453735498106
0224-RLWWD,0.5129670452585091
9967-ATRFS,0.1108524551743302
3951-NJCVI,0.6141453408567065
2977-CEBSX,0.019135694140034534
0177-PXBAT,0.4415475776447111
2519-ERQOJ,0.39048539949323896
5876-QMYLD,0.06986494556318752
2277-AXSDC,0.03940256082761841
9442-JTWDL,0.08348473880593563
3067-SVMTC,0.014926539817136226
5495-GPSRW,0.0411242213473104
7606-BPHHN,0.00591287226592725
4742-DRORA,0.14774185871836643
0111-KLBQG,0.2088589205428836
4163-NCJAK,0.05972724220285046
5233-AOZUF,0.6168031926139166
5973-EJGDP,0.27735847818979753
1996-DBMUS,0.28149475778785715
7916-VCCPB,0.1759030261952891
4686-GEFRM,0.0522885590560831
5249-QYHEX,0.008469541336344517
2233-FAGXV,0.1124217875681181
5605-IYGFG,0.5884421381572926
7663-ZTEGJ,0.2330169693526415
3935-TBRZZ,0.04661301065107553
8111-BKVDS,0.3177954968796318
2055-SIFSS,0.12018230674278407
2806-MLNTI,0.29823514468290546
8734-DKSTZ,0.3973761616126453
4360-PNRQB,0.5764123789076496
6152-ONASV,0.0214333436584324
7781-HVGMK,0.023258749403947853
2181-UAESM,0.3385251711239583
6048-NJXHX,0.03353241015841107
2320-SLKMB,0.32939971578212734
4980-URKXC,0.04382871007338449
4376-KFVRS,0.04379796644897952
5886-VLQVU,0.44998332932207036
3577-AMVUX,0.28793559811238734
0771-WLCLA,0.32049360313309244
5628-RKIFK,0.24810256308917802
0206-TBWLC,0.16104507599449375
2937-FTHUR,0.10103365774840016
1910-FMXJM,0.4286543105544386
0732-OCQOC,0.023353004080359552
5168-MSWXT,0.4757100212587912
1090-ESELR,0.02210588670818246
8592-PLTMQ,0.017276164156235205
5760-WRAHC,0.17642704800581913
8847-GEOOQ,0.17787877130991622
4785-FCIFB,0.011972958581801182
8313-NDOIA,0.7079745886799208
5149-CUZUJ,0.23260870974890405
0942-KOWSM,0.06733737260342189
4237-CLSMM,0.23628125429357735
1452-VOQCH,0.7818887508557496
4719-UMSIY,0.04421597454656355
6614-VBEGU,0.41071098417823526
1480-BKXGA,0.04379796644897952
2996-XAUVF,0.021573680113777187
9076-AXYIK,0.08238418212520462
5968-XQIVE,0.18220132690154112
8896-RAZCR,0.012144163007735513
4933-IKULF,0.06761849613726888
1304-BCCFO,0.552020352444691
4104-PVRPS,0.1300864349785084
3780-DDGSE,0.09311700071630465
4431-EDMIQ,0.14122051100852265
0486-LGCCH,0.01252763297798183
4612-SSVHJ,0.5975368263054653
5168-MQQCA,0.12452091011378996
7971-HLVXI,0.01592586640026577
9094-AZPHK,0.773378234261612
3649-JPUGY,0.02229572288547728
4472-LVYGI,0.22953123687595064
3552-CTCYF,0.02908677035393793
6778-YSNIH,0.580728415951352
5756-OZRIO,0.06737918485578326
6579-JPICP,0.19809774021667148
4134-BSXLX,0.11383445825080851
0505-SPOOW,0.005920406389318671
4374-YMUSQ,0.18370635350168854
4513-CXYIX,0.03941939305763612
3957-HHLMR,0.03377770328517051
7803-XOCCZ,0.03580995283930925
5736-YEJAX,0.013930875457114408
8981-FJGLA,0.28674096303495933
1135-LMECX,0.19809774021667148
4332-MUOEZ,0.2077007455835566
8535-SFUTN,0.28820674903611626
8677-HDZEE,0.2713658841451846
2475-MROZF,0.29596163909027096
3482-ABPKK,0.050547204207902874
6705-LXORM,0.6640975417960199
7531-GQHME,0.13989930881144577
5174-ITUMV,0.06991167494232316
4109-CYRBD,0.4152263955357185
0913-XWSCN,0.07952631549511162
0750-EBAIU,0.10959222393145047
8606-CIQUL,0.010265512009970081
3571-DPYUH,0.0425963437266982
7601-GNDYK,0.005071701891576924
0356-OBMAC,0.0715365527230186
8067-NIOYM,0.010736064462900105
1403-GYAFU,0.001346798693633236
4234-XTNEA,0.758443787409315
1297-VQDRP,0.036138152717371426
5348-CAGXB,0.7563352429221691
0621-HJWXJ,0.24259789674551938
5844-QVTAT,0.10088873626247846
8905-IAZPF,0.1335421361591087
5394-MEITZ,0.03136136084388878
6859-QNXIQ,0.010265512009970081
2782-LFZVW,0.49109210509634843
2866-IKBTM,0.19809774021667148
7129-AZJDE,0.09116744633953275
2560-PPCHE,0.12483698344646435
4676-MQUEA,0.20221405459414377
8138-EALND,0.12673958462235135
3580-HYCSP,0.014288846371881327
1352-HNSAW,0.010265512009970081
2075-PUEPR,0.002378715643225629
1982-FEBTD,0.016033251328734937
5791-KAJFD,0.07698900409303476
2654-VBVPB,0.19809774021667148
1154-HYWWO,0.0456946238870073
2501-XWWTZ,0.5475117673719035
3716-UVSPD,0.4390811670647977
6815-ABQFQ,0.26509669529491275
7343-EOBEU,0.3763682363482781
3701-SFMUH,0.12761652193458387
6103-LIANB,0.033699563940850955
7319-VENRZ,0.29744535583563764
5846-NEQVZ,0.01092072777945805
6967-QIQRV,0.11532477725759446
5781-RFZRP,0.012005626028978662
0308-IVGOK,0.26256079426169665
7293-LSCDV,0.0027565186630058173
7025-WCBNE,0.0252973703793611
5756-JYOJT,0.15520424366123906
6030-REHUX,0.6596828752815478
9548-LIGTA,0.020789105581872087
5150-LJNSR,0.07772317778539718
8270-RKSAP,0.6466498316699361
6522-YRBXD,0.5181946948397134
2640-LYMOV,0.2500255897899925
1423-BMPBQ,0.0925651176196497
2393-DIVAI,0.24296965959834543
4568-KNYWR,0.025395878142570185
8752-IMQOS,0.12955164270847638
0742-LAFQK,0.06299074334411328
0795-LAFGP,0.02025806799527988
0619-OLYUR,0.04379796644897952
5512-IDZEI,0.05889354403546019
0459-SPZHJ,0.02757605197558147
0215-BQKGS,0.2889940644045634
9244-ZVAPM,0.36108250731469577
8208-EUMTE,0.08169050318827616
5172-MIGPM,0.39121622132920864
1710-RCXUS,0.2513152823109741
0374-FIUCA,0.009994098111094514
5839-SUYVZ,0.4208823864913427
5173-ZXXXL,0.11364918852002331
1096-ADRUX,0.03371532433160069
2001-MCUUW,0.12030037053636136
2731-GJRDG,0.25393917081090056
4723-BEGSG,0.014209609348507311
6516-NKQBO,0.03501731022733582
8672-OAUPW,0.03159174757148544
8207-DMRVL,0.007344819680947391
2804-ETQDK,0.0012053806513584854
6689-VRRTK,0.23168146299164968
7138-GIRSH,0.027742975502389987
9396-ZSFLL,0.32429397090279766
6464-KEXXH,0.5084526418036989
7134-MJPDY,0.1207451819950985
5240-CAOYT,0.13097580248409865
4059-IIEBK,0.6739188201699042
4881-JVQOD,0.2581463368852971
0516-UXRMT,0.11480921987490102
4851-BQDNX,0.10531714302560445
5148-HKFIR,0.029687112111460138
3003-CMDUU,0.6004690421967859
5016-IBERQ,0.590541804046073
6797-UCJHZ,0.15118582185154147
2469-DTSGX,0.04845952744722935
9931-KGHOA,0.11580207693596516
1775-KWJKQ,0.014209609348507311
7665-VIGUD,0.08643799353103705
9411-TPQQV,0.11549525142857092
7954-MLBUN,0.10803638099960867
2077-DDHJK,0.010249608045627797
9574-BOSMD,0.002098857760653179
4908-XAXAY,0.16150093687542136
8404-VLQFB,0.1068479538442649
2391-IPLOP,0.13956975118996104
3509-GWQGF,0.34840484012690875
5845-BZZIB,0.005071701891576924
1140-UKVZG,0.1627855019403849
5183-SNMJQ,0.5966305676748158
8100-PNJMH,0.022981406060513385
7838-LAZFO,0.0759725764599881
2085-JVGAD,0.07565795172561345
8095-WANWK,0.2864706869807031
3030-ZKIWL,0.19809774021667148
9565-FLVCG,0.027252766315409942
8755-OGKNA,0.002205055932612571
2800-VEQXM,0.6246875531121052
5533-RJFTJ,0.17890046427377404
0214-JHPFW,0.02620404913828958
5642-MHDQT,0.03258572022915365
3088-FVYWK,0.0037048645263708002
9092-GDZKO,0.18394269599024984
3729-OWRVL,0.05965396267602026
2324-AALNO,0.031275496112559635
5760-IFJOZ,0.7355249458018447
2826-UWHIS,0.31165500113616995
7501-IWUNG,0.030227600536286044
4957-TREIR,0.3199939578285549
7251-LJBQN,0.26940805643918614
8040-MNRTF,0.5616185128120701
1536-HBSWP,0.4390811670647977
5313-FPXWG,0.03881437601112907
0946-FKYTX,0.06957033877977041
5076-YVXCM,0.25452697841565325
8262-COGGB,0.25721680547589426
6663-JOCQO,0.13366121131964362
9620-QJREV,0.02267428061069336
2682-KEVRP,0.07755260254755832
2480-JZOSN,0.3105724330147935
0078-XZMHT,0.028810771519950998
9978-HYCIN,0.06132809417381784
8338-QIUNR,0.012316338303384494
1525-LNLOJ,0.040549745960387545
9450-TRJUU,0.480299817710893
1766-GKNMI,0.6038967113552212
6942-LBFDP,0.2500255897899925
1456-TWCGB,0.335226120248621
7596-ZYWBB,0.00857770748661885
8329-UTMVM,0.3766608205273325
3014-WJKSM,0.44639893185070845
3347-YJZZE,0.11862105806721857
7929-DMBCV,0.4481679889527582
9661-JALZV,0.014423247802611597
5433-KYGHE,0.1488039379386037
4312-KFRXN,0.007915701586374323
5575-TPIZQ,0.29612672430107634
0114-IGABW,0.025251872889919154
9944-AEXBM,0.4962393361397166
1853-ARAAQ,0.4582545684628688
6952-OMNWB,0.20941691765790554
4697-LUPSU,0.14295555202763569
8434-VGEQQ,0.008313768820677128
6549-YMFAW,0.24948290973716947
4950-HKQTE,0.03937499548107037
6786-OBWQR,0.4521392582762897
2753-JMMCV,0.022123125200224043
6621-YOBKI,0.17505883608388564
1216-JWVUX,0.22692890932065685
7564-GHCVB,0.027411131976760348
1173-NOEYG,0.5250317654088517
7595-EHCDL,0.12397845725597702
6647-ZEDXT,0.27778813335598385
2521-NPUZR,0.01820904277772508
1307-TVUFB,0.35349316709148465
7503-MIOGA,0.019805642833886843
4381-MHQDC,0.024181171410120324
6923-JHPMP,0.6192273422491578
4018-PPNDW,0.01670307824620831
1635-FJFCC,0.40494772035732
2499-AJYUA,0.06301055008323368
6919-ELBGL,0.04379796644897952
3966-HRMZA,0.5428326175041883
6425-JWTDV,0.013551531737053233
8405-IGQFX,0.07953944226117877
8224-IVVPA,0.1673251979032082
9477-LGWQI,0.020643934363684655
1410-RSCMR,0.10037136161034522
3115-CZMZD,0.061393822407179194
0139-IVFJG,0.664954788209826
5730-DBDSI,0.0053012946891051035
0030-FNXPP,0.18630385145955786
5684-FJVYR,0.02749065340887994
4013-GUXND,0.19809774021667148
1266-NZYUI,0.008817353303117921
7969-FFOWG,0.007150069247632221
4718-DHSMV,0.548280468353333
5175-WLYXL,0.5389457470834088
7817-OMJNA,0.07516791646539998
8728-SKJLR,0.27966430455785557
3137-NYQQI,0.15335740025654127
7706-DZNKK,0.19148430025324636
8823-RLPWL,0.06016468250140144
9505-SQFSW,0.2446356764762361
3758-CKOQL,0.10771354394882299
5676-CFLYY,0.020872785977758615
7521-AFHAB,0.12511521554881413
0285-INHLN,0.05588623723865819
5125-CNDSP,0.032538807207841414
4992-LTJNE,0.012280156915319692
2202-OUTMO,0.17165707084776657
0810-BDHAW,0.2671115843045787
0229-LFJAF,0.006791846166004437
7131-ZQZNK,0.026099565079615288
3442-ZHHCC,0.03905635329066193
5726-CVNYA,0.08089617188491913
9871-ELEYA,0.0256778925669131
4257-GAESD,0.5633345014678391
5173-WXOQV,0.46658152235898664
2040-OBMLJ,0.18601682829458205
6286-ZHAOK,0.06685072795015043
3807-XHCJH,0.09131757003483391
5671-RQRLP,0.058896188886595494
8859-AXJZP,0.03770539633689222
3174-AKMAS,0.04281086240042118
9926-PJHDQ,0.03981014232117093
7382-DFJTU,0.17490183363860462
2798-NYLMZ,0.045416879343998975
8098-TDCBU,0.03329670215090666
3551-GAEGL,0.11604348802669796
4785-NKHCX,0.17505883608388564
3196-NVXLZ,0.5783517662610652
0036-IHMOT,0.040771308887799396
4178-EGMON,0.02959661826922356
4220-TINQT,0.3562174403407155
5318-YKDPV,0.040369218286654567
7975-TZMLR,0.35297138445015824
0295-QVKPB,0.3903670834081572
4335-BSMJS,0.012415094658249033
9146-JRIOX,0.06031869705126326
5337-IIWKZ,0.12850356814279332
9650-VBUOG,0.0065317140627601435
3487-EARAT,0.01701012606400911
2672-TGEFF,0.26128379306271327
4250-WAROZ,0.08609875852927196
8184-WMOFI,0.02291319657171703
6092-QZVPP,0.14200532698878424
4625-LAMOB,0.012144163007735513
0392-BZIUW,0.06016468250140144
6549-NNDYT,0.36815201510874557
0422-OHQHQ,0.09238645954077207
6916-HIJSE,0.013825452254844448
2316-ESMLS,0.1780807803665431
9778-OGKQZ,0.019805642833886843
7408-OFWXJ,0.014209609348507311
6007-TCTST,0.010265512009970081
2252-NKNSI,0.0321393939040835
8713-IGZSO,0.2558249606923895
7905-TVXTA,0.37590100849979763
7695-PKLCZ,0.004915321417350172
8374-UULRV,0.010959098279815782
3224-DFQNQ,0.06888407535606315
5275-PMFUT,0.023258749403947853
4795-UXVCJ,0.04899602950863371
9777-IQHWP,0.01054416605595484
0979-MOZQI,0.03983396502161153
2732-ISEZX,0.22926808005572705
0323-XWWTN,0.026080292382490187
1937-OTUKY,0.03584150531682693
1573-LGXBA,0.05218471033100588
1764-VUUMT,0.0012053806513584854
4713-ZBURT,0.031526323669466304
3050-GBUSH,0.6219076187028885
7876-AEHIG,0.057788492470675905
7945-HLKEA,0.030547291801883543
9342-VNIMQ,0.25346754536098903
3523-BRGUW,0.04899602950863371
3199-NPKCN,0.13924719673312247
5170-PTRKA,0.0693105631410733
4661-NJEUX,0.25721680547589426
2123-AGEEN,0.7219614107020509
1258-YMZNM,0.36516982471535797
0048-LUMLS,0.07746546390600208
5898-IGSLP,0.10510359113874353
6259-WJQLC,0.44427984325861253
7997-EASSD,0.10997162819980094
0730-KOAVE,0.4199270063560032
8975-SKGRX,0.045416879343998975
0678-RLHVP,0.1277765376417246
2267-FPIMA,0.30579519191647364
1051-GEJLJ,0.1921318322852182
5285-MVEHD,0.14677453603611332
0379-DJQHR,0.016573428933941266
5543-QDCRY,0.5621229520005001
0297-RBCSG,0.15968963568610864
4694-PHWFW,0.04111383378688675
0835-JKADZ,0.06903416784491632
7508-SMHXL,0.5885995426969368
3865-YIOTT,0.029747482174099817
5993-BQHEA,0.08062348074035987
6024-RUGGH,0.0025262662519200314
3956-CJUST,0.34652755036402366
4079-WWQQQ,0.017975954624747183
6103-BOCOU,0.5810131164307656
5149-TGWDZ,0.34428998268047245
7471-WNSUF,0.025932180676687958
8942-DBMHZ,0.13989930881144577
4301-VVZKA,0.7250962771454267
9199-PWQVC,0.07755569967691872
4824-GUCBY,0.351764958082873
5393-HJZSM,0.02986871080252828
0862-PRCBS,0.017418147322206343
8812-ZRHFP,0.10317425316244054
5146-CBVOE,0.4201565457422732
0454-OKRCT,0.06479174854936491
5787-KXGIY,0.005489605996684443
4198-VFOEA,0.1892786827583276
6630-UJZMY,0.8454902315382945
5709-LVOEQ,0.17684814892450706
2692-AQCPF,0.1565188594340841
0347-UBKUZ,0.12673958462235135
0835-DUUIQ,0.05266023996109489
0811-GSDTP,0.16025272496367438
7567-ECMCM,0.48012304831717145
6115-ZTBFQ,0.016703676045192392
6353-BRMMA,0.10126970675038598
6231-WFGFH,0.08342604105667133
9904-EHEVJ,0.2364665337351092
6169-PPETC,0.005071701891576924
8584-KMVXD,0.575565420823958
8467-WYNSR,0.11034192506695314
0851-DFJKB,0.18264660596733906
5382-SOYZL,0.7234318851213511
3261-CQXOL,0.0018731969366508376
8388-FYNPZ,0.32172506678700036
4002-BQWPQ,0.16465059200154966
5651-YLPRD,0.22832625714701682
2826-DXLQO,0.40446181461860103
4378-BZYFP,0.09227910574210235
9489-UTFKA,0.33543767095638055
4849-PYRLQ,0.015238187999430835
7764-BDPEE,0.04929069538922482
3429-IFLEM,0.006420766379397577
5002-GCQFH,0.3281105372343501
0556-FJEGU,0.015309073500956
0604-THJFP,0.03253621890174115
5879-SESNB,0.6362342064931672
6461-PPAXN,0.06925866998811021
3318-ISQFQ,0.14401779297839373
1106-HRLKZ,0.00419796358361491
2483-XSSMZ,0.08662356241483082
8165-ZJRNM,0.001803493207414224
2604-XVDAM,0.2711947834390104
3717-OFRTN,0.19809774021667148
9046-JBFWA,0.020407072465982837
3280-NMUVX,0.047125627669168224
1206-EHBDD,0.034569860765815696
8361-LBRDI,0.010331966047121036
4883-KCPZJ,0.011930231153822798
9108-EQPNQ,0.01869207945536785
7277-KAMWT,0.038384203324443034
2545-LXYVJ,0.005489605996684443
3234-VKACU,0.4655615162314878
8120-JDCAM,0.32066383452084707
8917-FAEMR,0.01578550799623905
7047-YXDMZ,0.10358183916877808
2858-EIMXH,0.29034541060751423
6419-ZTTLE,0.1269470463400285
0929-HYQEW,0.33338350884857554
6614-YOLAC,0.01733925784099574
7426-RHZGU,0.6057390301019092
4065-JJAVA,0.4383476973447742
7649-SIJJF,0.015709158219343444
9361-YNQWJ,0.024050405701477914
3748-FVMZZ,0.5944953198067856
9391-TTOYH,0.13052945405955724
1452-XRSJV,0.026069824580699775
3422-WJOYD,0.06477073686027945
8242-SOQUO,0.7369534382325431
7460-ITWWP,0.42763159155184194
7147-AYBAA,0.3138460968322044
7868-TMWMZ,0.04761031403566145
6732-FZUGP,0.13478205293199022
8329-GWVPJ,0.07597702060070896
1352-VHKAJ,0.0941201576643431
2632-TACXW,0.011531773596969778
8146-QQKZH,0.0102520901958526
1767-CJKBA,0.007644807059127872
6445-TNRXS,0.011930168385391739
4581-LNWUM,0.5772679087104198
4869-EPIUS,0.20962282460334639
